,FullTokens,FullSinhalaTokens,FullEnglishTokens,IsHateSpeech
1551,"['කිරිබත්ගොඩ', 'හිමි', 'බුදු', 'දහම', 'ආතල්', 'එකට', 'අරන්', 'බුදු', 'දහම', 'වෙනස්', 'කරලා', 'මිනිස්සු', 'ගොනාට', 'අන්දවා', 'සල්ලි', 'හම්බකරනවා']","['කිරිබත්ගොඩ', 'හිමි', 'බුදු', 'දහම', 'ආතල්', 'එකට', 'අරන්', 'බුදු', 'දහම', 'වෙනස්', 'කරලා', 'මිනිස්සු', 'ගොනාට', 'අන්දවා', 'සල්ලි', 'හම්බකරනවා']",[],YES
1552,"['පිරිත', 'අහද්දී', 'හිතට', 'නියම', 'සැහැල්ලුව', 'දැනෙන']","['පිරිත', 'අහද්දී', 'හිතට', 'නියම', 'සැහැල්ලුව', 'දැනෙන']",[],NO
1553,"['කෙනෙක්', 'තමන්ගේ', 'ආගම', 'අදහන්නේ', 'මුස්ලිම්', 'බෞද්ධ', 'කතෝලික', 'හැමෝම', 'තමන්ගේ', 'වාසිය', 'ආගම', 'හරවගෙන']","['කෙනෙක්', 'තමන්ගේ', 'ආගම', 'අදහන්නේ', 'මුස්ලිම්', 'බෞද්ධ', 'කතෝලික', 'හැමෝම', 'තමන්ගේ', 'වාසිය', 'ආගම', 'හරවගෙන']",[],YES
1554,"['කතෝලික', 'කෙල්ල', 'බැදල', 'බලන්ඩම', 'වෙනවා']","['කතෝලික', 'කෙල්ල', 'බැදල', 'බලන්ඩම', 'වෙනවා']",[],NO
1555,"['කෙල්ල', 'බෞද්ධ', 'කොල්ලා', 'කතෝලික', 'පො\u2063රුවෙනුත්', 'බැදලාපල්ලියෙනුත්', 'බදිනවා', 'පන්සලුත්', 'යනවා', 'පල්ලිත්', 'යනවා', 'ගෙදර', 'බුදු', 'පහනත්', 'තියනවා', '\u2063ජේසුට', 'තෙල්', 'පහනත්', 'තියනවා', 'ගාථා', 'කියනවා', 'ඔරසම්', 'කියනවා', 'ගෙදර', 'තේරුන', 'දවසක', 'එයාලාගෙ', 'කැමැත්තට', 'ඉඩ', 'දෙනවා']","['කෙල්ල', 'බෞද්ධ', 'කොල්ලා', 'කතෝලික', 'පො\u2063රුවෙනුත්', 'බැදලාපල්ලියෙනුත්', 'බදිනවා', 'පන්සලුත්', 'යනවා', 'පල්ලිත්', 'යනවා', 'ගෙදර', 'බුදු', 'පහනත්', 'තියනවා', '\u2063ජේසුට', 'තෙල්', 'පහනත්', 'තියනවා', 'ගාථා', 'කියනවා', 'ඔරසම්', 'කියනවා', 'ගෙදර', 'තේරුන', 'දවසක', 'එයාලාගෙ', 'කැමැත්තට', 'ඉඩ', 'දෙනවා']",[],NO
1556,"['තාත්තට', 'පුළුවන්', 'ළමයා/ළමයින්', 'පන්සල්', 'එක්කං', 'ගිහින්', 'බෞද්ධ', 'ආගම', 'කියල', 'දෙන්න', 'අම්මට', 'පුළුවන්', 'ළමයා/ළමයින්', 'පල්ලි', 'එක්කං', 'ගිහින්', 'කතෝලික', 'ආගම', 'කියල', 'දෙන්න', 'එයාල', 'තේරෙන', 'වයසෙදි', 'එයාල', 'කැමති', 'ආගමක', 'තෝරගන්න', 'කියන්න']","['තාත්තට', 'පුළුවන්', 'ළමයා/ළමයින්', 'පන්සල්', 'එක්කං', 'ගිහින්', 'බෞද්ධ', 'ආගම', 'කියල', 'දෙන්න', 'අම්මට', 'පුළුවන්', 'ළමයා/ළමයින්', 'පල්ලි', 'එක්කං', 'ගිහින්', 'කතෝලික', 'ආගම', 'කියල', 'දෙන්න', 'එයාල', 'තේරෙන', 'වයසෙදි', 'එයාල', 'කැමති', 'ආගමක', 'තෝරගන්න', 'කියන්න']",[],NO
1557,"['සිංහල', 'උන්', 'කතෝලික', 'උන්', 'අය', 'මෙහෙම', 'ඇර', 'ගන්නව', 'දැකල', 'තීද', 'හේතුව', 'ඇඳුමෙන්', 'කෑමෙන්', 'බීමෙන්', 'පිළිපදින', 'නීතියෙන්', 'වෙනසක', 'බෞද්ධ', 'කතෝලික', 'සමාජ', 'අය', 'අතර', 'දකින්න', 'ලැබෙන්නෙ', 'නැති', 'ඒකට', 'මුස්ලිම්', 'සමාජය', 'ගත්තොත්', 'මොකෝ', 'අඳින්', 'රෙද්දෙ', 'ඉදන්', 'සමාජය', 'බෙද', 'එක', 'කරන්නේ']","['සිංහල', 'උන්', 'කතෝලික', 'උන්', 'අය', 'මෙහෙම', 'ඇර', 'ගන්නව', 'දැකල', 'තීද', 'හේතුව', 'ඇඳුමෙන්', 'කෑමෙන්', 'බීමෙන්', 'පිළිපදින', 'නීතියෙන්', 'වෙනසක', 'බෞද්ධ', 'කතෝලික', 'සමාජ', 'අය', 'අතර', 'දකින්න', 'ලැබෙන්නෙ', 'නැති', 'ඒකට', 'මුස්ලිම්', 'සමාජය', 'ගත්තොත්', 'මොකෝ', 'අඳින්', 'රෙද්දෙ', 'ඉදන්', 'සමාජය', 'බෙද', 'එක', 'කරන්නේ']",[],YES
1558,"['ඒවානන්', 'ගොන්පාට්', 'ඇන්ජලෝ', 'මැතිව්ස්', 'කතෝලික', 'ආගමේ', 'කියලා', 'කැප්ටන්සි', 'එක', 'දෙන්න', 'හොද', 'කියල', 'කියපු', 'හර', 'ඉන්න', 'රටක්නේ', 'මේක']","['ඒවානන්', 'ගොන්පාට්', 'ඇන්ජලෝ', 'මැතිව්ස්', 'කතෝලික', 'ආගමේ', 'කියලා', 'කැප්ටන්සි', 'එක', 'දෙන්න', 'හොද', 'කියල', 'කියපු', 'හර', 'ඉන්න', 'රටක්නේ', 'මේක']",[],YES
1559,"['ආනොල්ඩ්', 'කියන', 'කතෝලික', 'හිවලා', 'ඌ', 'අපේ', 'ලෝක', 'පූජිත', 'සනත්', 'මැතිතුමාට', 'ගොඩයා', 'කියන්ඩ', 'දීපං', 'මගේ', 'ipad', 'එක']","['ආනොල්ඩ්', 'කියන', 'කතෝලික', 'හිවලා', 'ඌ', 'අපේ', 'ලෝක', 'පූජිත', 'සනත්', 'මැතිතුමාට', 'ගොඩයා', 'කියන්ඩ', 'දීපං', 'මගේ', 'එක']",['ipad'],YES
1560,"['යකෝ', 'තම්බියො', 'පිරිත්', 'සිංදු', 'කරලසිංහලෙනුත්', 'කියනවනේ', 'ඒව', 'සාදු', 'කියන', 'හරකුත්', 'ඉන්නවනේ']","['යකෝ', 'තම්බියො', 'පිරිත්', 'සිංදු', 'කරලසිංහලෙනුත්', 'කියනවනේ', 'ඒව', 'සාදු', 'කියන', 'හරකුත්', 'ඉන්නවනේ']",[],YES
1561,"['සිංහලෙන', 'පිරිත්', 'කියලා', 'ශාන්තියක්', 'ලැබුවෙි', 'කිරිබත්ගොඩ', 'ට', 'පිස්සු']","['සිංහලෙන', 'පිරිත්', 'කියලා', 'ශාන්තියක්', 'ලැබුවෙි', 'කිරිබත්ගොඩ', 'ට', 'පිස්සු']",[],YES
1562,"['අනික', 'කොහේ', 'හිගන්නෝ', 'අමිත', 'උන්', 'ගැහුවේ', 'මිනිස්සු', 'නේ', 'යකෝ', 'ගැහුවේ', 'තොපි', 'පුක', 'දෙන', 'තම්බියෝ', 'තහුජීත්', 'එකේ', 'අනත්වාදීත්', 'එකතු', 'වෙලා', 'සිංහල', 'එකා', 'මරලා', 'මුලු', 'දිගනේ', 'මුස්ලිම්', 'ගෙය', 'ගානේ', 'රටින්', 'එක', 'එක', 'ගෙන්නල', 'අන්තවාදය', 'පතුරන', 'තෝ', 'හිටියේ', 'ලො\u2063ල්ාලක්ගේ', 'බඩ', 'උඩද', 'නරියා', 'තෝ', 'අපතයන්ට', 'රටක්', 'ඕනේ']","['අනික', 'කොහේ', 'හිගන්නෝ', 'අමිත', 'උන්', 'ගැහුවේ', 'මිනිස්සු', 'නේ', 'යකෝ', 'ගැහුවේ', 'තොපි', 'පුක', 'දෙන', 'තම්බියෝ', 'තහුජීත්', 'එකේ', 'අනත්වාදීත්', 'එකතු', 'වෙලා', 'සිංහල', 'එකා', 'මරලා', 'මුලු', 'දිගනේ', 'මුස්ලිම්', 'ගෙය', 'ගානේ', 'රටින්', 'එක', 'එක', 'ගෙන්නල', 'අන්තවාදය', 'පතුරන', 'තෝ', 'හිටියේ', 'ලො\u2063ල්ාලක්ගේ', 'බඩ', 'උඩද', 'නරියා', 'තෝ', 'අපතයන්ට', 'රටක්', 'ඕනේ']",[],YES
1563,"['පුකේ', 'ඉත්තෑවෝ', 'දුවන්නේ', 'අයියේ', 'තම්බියෝ', 'දිහා', 'බලන්න']","['පුකේ', 'ඉත්තෑවෝ', 'දුවන්නේ', 'අයියේ', 'තම්බියෝ', 'දිහා', 'බලන්න']",[],YES
1564,"['කන්තලේ', 'අග්බෝපුර', 'ප්\u200dරදේශයේ', 'වැවක', 'ලතීෆ්', 'වැව', 'කියා', 'අලුතෙන්', 'නම', 'තබයි', 'තම්බියෝ', 'කවදද', 'බොලව්', 'වැව්', 'හැදුවේ', 'හදපු', 'වැව්', 'ගොඩ', 'කරගෙන', 'කම්බි', 'ගහගත්ත', 'කන්තලේ', 'සිංහලයෝ']","['කන්තලේ', 'අග්බෝපුර', 'ප්\u200dරදේශයේ', 'වැවක', 'ලතීෆ්', 'වැව', 'කියා', 'අලුතෙන්', 'නම', 'තබයි', 'තම්බියෝ', 'කවදද', 'බොලව්', 'වැව්', 'හැදුවේ', 'හදපු', 'වැව්', 'ගොඩ', 'කරගෙන', 'කම්බි', 'ගහගත්ත', 'කන්තලේ', 'සිංහලයෝ']",[],YES
1565,"['මාවිල්ලාරු', 'සොරොව්', 'වහලා', 'ප්\u200dරභාකරන්', 'කෙලව', 'ගත්තා', 'තෙල්දෙණිය', 'සිංහලයෙක්ට', 'තම්බියෝ', 'වට', 'කරන්', 'ගහල', 'මරලා', 'තම්බි', 'කෙලව', 'ගත්තා', 'මුහුණුපොත', 'තහණම්', 'කරලා', 'යූන්පී', 'එක', 'කෙලව', 'ගත්තා']","['මාවිල්ලාරු', 'සොරොව්', 'වහලා', 'ප්\u200dරභාකරන්', 'කෙලව', 'ගත්තා', 'තෙල්දෙණිය', 'සිංහලයෙක්ට', 'තම්බියෝ', 'වට', 'කරන්', 'ගහල', 'මරලා', 'තම්බි', 'කෙලව', 'ගත්තා', 'මුහුණුපොත', 'තහණම්', 'කරලා', 'යූන්පී', 'එක', 'කෙලව', 'ගත්තා']",[],YES
1566,"['පාඩුවෙ', 'හිටපන්', 'තම්බියෝ', 'කෙලි', 'කියන්නෙ', 'සිහල', 'කොල්ලෙක්', 'පුලුවන්නම්', 'හිරේදාපන්']","['පාඩුවෙ', 'හිටපන්', 'තම්බියෝ', 'කෙලි', 'කියන්නෙ', 'සිහල', 'කොල්ලෙක්', 'පුලුවන්නම්', 'හිරේදාපන්']",[],YES
1567,"['මුගෙ', 'කතාව', 'බලපල්ලකෝ', 'පේනවනේ', 'මුන්ගේ', 'හිතේ', 'තියන', 'අදහස්', 'ඔවා', 'හීන', 'තම්බියෝ']","['මුගෙ', 'කතාව', 'බලපල්ලකෝ', 'පේනවනේ', 'මුන්ගේ', 'හිතේ', 'තියන', 'අදහස්', 'ඔවා', 'හීන', 'තම්බියෝ']",[],YES
1568,"['මල්ලි-තම්බියෝ', 'දෙතුන්', 'දෙනෙක්', 'මැරුවො']","['මල්ලි-තම්බියෝ', 'දෙතුන්', 'දෙනෙක්', 'මැරුවො']",[],YES
1569,"['රිමෙම්බර්', 'දිස්', 'බුල්ෂිට්', 'බ්ලැඩී', 'තම්බි', 'බෝයිස්ස්', 'ස්', 'ස්', 'ස්', 'ස්', 'අද', 'තම්බියෝ', 'සිංහයෝ', 'ඉස්සරහා', 'දන', 'ගහල', 'අඩුම', 'ලකුණු']","['රිමෙම්බර්', 'දිස්', 'බුල්ෂිට්', 'බ්ලැඩී', 'තම්බි', 'බෝයිස්ස්', 'ස්', 'ස්', 'ස්', 'ස්', 'අද', 'තම්බියෝ', 'සිංහයෝ', 'ඉස්සරහා', 'දන', 'ගහල', 'අඩුම', 'ලකුණු']",[],YES
1570,"['යහපාලන', 'මිනිහා', 'තනතුරු', 'දුන්නානේ', 'පැන', 'පැන', 'යන', 'කෙනෙකු', 'හොඳ', 'වැඩේ', 'ඕකටනේ', 'දුන්නේ', 'බලන්', 'ඉන්න', 'දැන්', 'තම්බියෝ', 'ගේ', 'වැඩ']","['යහපාලන', 'මිනිහා', 'තනතුරු', 'දුන්නානේ', 'පැන', 'පැන', 'යන', 'කෙනෙකු', 'හොඳ', 'වැඩේ', 'ඕකටනේ', 'දුන්නේ', 'බලන්', 'ඉන්න', 'දැන්', 'තම්බියෝ', 'ගේ', 'වැඩ']",[],YES
1571,"['උබේ', 'සල්ලි', 'වලින්', 'හොද', 'ඌරු', 'කොටුව', 'දාගනින්', 'sop', 'දැන්වත්', 'කටයි', 'පුකයි', 'වහන්', 'ඉන්න', 'තම්බියෝ', 'stop', 'runinig', 'my', 'fine', 'sunday', 'evening', 'පකයා']","['උබේ', 'සල්ලි', 'වලින්', 'හොද', 'ඌරු', 'කොටුව', 'දාගනින්', 'දැන්වත්', 'කටයි', 'පුකයි', 'වහන්', 'ඉන්න', 'තම්බියෝ', 'පකයා']","['sop', 'stop', 'runinig', 'my', 'fine', 'sunday', 'evening']",YES
1572,"['තම්බියෙක්ගෙ', 'වලියට', 'සපෝර්ට්', 'එකට', 'සිංහලයො', 'එන', 'සින්හලයෙක්ගෙ', 'වලියට', 'සපොර්ට්', 'තම්බියෝ', 'එන', 'තැන', 'ආයෙ', 'අමුතු', 'සහජීවන', 'කියල', 'දෙන්ඩ', 'එන්ඩ', 'මහත්තයො']","['තම්බියෙක්ගෙ', 'වලියට', 'සපෝර්ට්', 'එකට', 'සිංහලයො', 'එන', 'සින්හලයෙක්ගෙ', 'වලියට', 'සපොර්ට්', 'තම්බියෝ', 'එන', 'තැන', 'ආයෙ', 'අමුතු', 'සහජීවන', 'කියල', 'දෙන්ඩ', 'එන්ඩ', 'මහත්තයො']",[],YES
1573,"['ගැරි', 'තම්බියෝ', 'මහ', 'පුදුම', 'කරැමයක්', 'මුන්', 'එලව', 'වේයවු']","['ගැරි', 'තම්බියෝ', 'මහ', 'පුදුම', 'කරැමයක්', 'මුන්', 'එලව', 'වේයවු']",[],YES
1574,"['fill-t', 'දෙන්නේ', 'සැර', 'වදන', 'බලපන්', 'තම්බියෝපල්ලිය', 'සිගරට්', 'එක', 'ගහන්නේ', 'හුත්තෝ']","['දෙන්නේ', 'සැර', 'වදන', 'බලපන්', 'තම්බියෝපල්ලිය', 'සිගරට්', 'එක', 'ගහන්නේ', 'හුත්තෝ']",['fill-t'],YES
1575,"['ගෙරි', 'තම්බියෝ', 'පල්ලිය', 'ලග', 'ඉදන්', 'ක්\u200dරිඩාංගනයට', 'ගල්වලින්', 'ගහන']","['ගෙරි', 'තම්බියෝ', 'පල්ලිය', 'ලග', 'ඉදන්', 'ක්\u200dරිඩාංගනයට', 'ගල්වලින්', 'ගහන']",[],YES
1576,"['රිෂාඩ්', 'බදූදීන්', '-', 'හකීම්', '-', 'අසාද්', 'සාලී', '-', 'පාලකයා', 'බලය', 'ආවත්', 'ගොඩයන', 'රට', 'කන්නජාතිය', 'කන්න', 'ආපූ', 'කාලකන්නි', 'අන්තවාදි', 'තම්බියෝ']","['රිෂාඩ්', 'බදූදීන්', 'හකීම්', 'අසාද්', 'සාලී', 'පාලකයා', 'බලය', 'ආවත්', 'ගොඩයන', 'රට', 'කන්නජාතිය', 'කන්න', 'ආපූ', 'කාලකන්නි', 'අන්තවාදි', 'තම්බියෝ']","['-', '-', '-']",YES
1577,"['තැන්', 'තැන්වල', 'තම්බියෝ', 'හතු', 'පිපෙනවා', 'පල්ලි', 'හදනවා', 'මූට', 'ඒවා', 'පේන්', 'කොහෙද']","['තැන්', 'තැන්වල', 'තම්බියෝ', 'හතු', 'පිපෙනවා', 'පල්ලි', 'හදනවා', 'මූට', 'ඒවා', 'පේන්', 'කොහෙද']",[],YES
1578,"['මන්', 'දැකපු', 'ජරා', 'මිනිස්සු', 'තමා', 'තම්බියෝ', 'යකෝ', 'මුන්', 'අහිංසක', 'කටුස්සෙකු', 'ට', 'නිදහසේ', 'ඉන්න', 'දෙන්', 'නැ', 'හිතකින්ද', 'යකෝ']","['මන්', 'දැකපු', 'ජරා', 'මිනිස්සු', 'තමා', 'තම්බියෝ', 'යකෝ', 'මුන්', 'අහිංසක', 'කටුස්සෙකු', 'ට', 'නිදහසේ', 'ඉන්න', 'දෙන්', 'නැ', 'හිතකින්ද', 'යකෝ']",[],YES
1579,"['තම්බියෝ', 'දවසට', 'පස්', 'පාරක', 'පල්ලි', 'ගිහින්', 'වදිනවලු', 'නේ', 'පිස්සු', 'නේ', 'බං', 'දෙයියෝ', 'මුන්ට', 'දන්නෙ', 'නේ', 'දෙන්නෙපිස්සු', 'මුන්ට']","['තම්බියෝ', 'දවසට', 'පස්', 'පාරක', 'පල්ලි', 'ගිහින්', 'වදිනවලු', 'නේ', 'පිස්සු', 'නේ', 'බං', 'දෙයියෝ', 'මුන්ට', 'දන්නෙ', 'නේ', 'දෙන්නෙපිස්සු', 'මුන්ට']",[],YES
1580,"['හෙලුවට', 'ලැදි', 'බලසේනාදිපති', 'ඟානසාරයෝ', 'පැකර්', 'කැසිනෝ', 'ඇගිල්ලෙන්', 'ඇන්නත්', 'නොදකීතම්බියෝ', 'හලාල්', 'පිටුපසම', 'එලෝති']","['හෙලුවට', 'ලැදි', 'බලසේනාදිපති', 'ඟානසාරයෝ', 'පැකර්', 'කැසිනෝ', 'ඇගිල්ලෙන්', 'ඇන්නත්', 'නොදකීතම්බියෝ', 'හලාල්', 'පිටුපසම', 'එලෝති']",[],YES
1581,"['කාලකන්නි', 'තම්බියෝ', 'වැඩ', 'පටන්ගෙන']","['කාලකන්නි', 'තම්බියෝ', 'වැඩ', 'පටන්ගෙන']",[],YES
1582,"['ඔවු', 'බලාගෙන', 'ඉදපන්', 'ලංකාවේ', 'රජවෙන්න', 'මිනීමරු', 'තම්බියෝඒක', 'හීනයක්ම', 'විතරයි', 'උබලා', 'ලංකාවේ', 'ඉදලා', 'සිංහලයට', 'කෙලින්න', 'හදන්නේ', 'උබලාගේම', 'රටක්', 'ඔනේ', 'පල', 'අරාභියට', 'පොඩි', 'රටේ', 'මිනිස්සු', 'මරන්න', 'නැතුව', 'ජරා', 'කුනු', 'ජාතිය', 'හීන', 'බලබල', 'පොඩු', 'එකියක්', 'තුරුල්', 'කරන්', 'බුදියගනින්', 'තුන්කාලා', 'ඒක', 'තොපේ', 'හැටිනේ']","['ඔවු', 'බලාගෙන', 'ඉදපන්', 'ලංකාවේ', 'රජවෙන්න', 'මිනීමරු', 'තම්බියෝඒක', 'හීනයක්ම', 'විතරයි', 'උබලා', 'ලංකාවේ', 'ඉදලා', 'සිංහලයට', 'කෙලින්න', 'හදන්නේ', 'උබලාගේම', 'රටක්', 'ඔනේ', 'පල', 'අරාභියට', 'පොඩි', 'රටේ', 'මිනිස්සු', 'මරන්න', 'නැතුව', 'ජරා', 'කුනු', 'ජාතිය', 'හීන', 'බලබල', 'පොඩු', 'එකියක්', 'තුරුල්', 'කරන්', 'බුදියගනින්', 'තුන්කාලා', 'ඒක', 'තොපේ', 'හැටිනේ']",[],YES
1583,"['යහපාලනයේ', 'හොරු', 'පෝලිමේ', 'කොටු', 'වෙනවා', 'මහින්දට', 'අපහාස', 'කළ', 'තරමට', 'ගෙවපල්ලා', 'දැන්', 'ලැජ්ජයි', 'හොර', 'තම්බියෝ', 'හොඳ', 'වැඩේ']","['යහපාලනයේ', 'හොරු', 'පෝලිමේ', 'කොටු', 'වෙනවා', 'මහින්දට', 'අපහාස', 'කළ', 'තරමට', 'ගෙවපල්ලා', 'දැන්', 'ලැජ්ජයි', 'හොර', 'තම්බියෝ', 'හොඳ', 'වැඩේ']",[],YES
1584,"['කතාව', 'හිටපු', 'ආණ්ඩුවට', 'බැන', 'බැන', 'හත්පොළේ', 'ගා', 'ගෙන', 'හොඳ', 'වැඩේ', 'කබීර්', 'හෂීම්', 'සිංහල', 'කතා', 'කරන්නේ', 'ලෝකෙ', 'ලොක්ක', 'හොර', 'තම්බියෝ']","['කතාව', 'හිටපු', 'ආණ්ඩුවට', 'බැන', 'බැන', 'හත්පොළේ', 'ගා', 'ගෙන', 'හොඳ', 'වැඩේ', 'කබීර්', 'හෂීම්', 'සිංහල', 'කතා', 'කරන්නේ', 'ලෝකෙ', 'ලොක්ක', 'හොර', 'තම්බියෝ']",[],YES
1585,"['al-salaman', 'restaurant', 'තිරප්පනේටත්', 'තම්බියෝ', 'කේලියාතවම', 'තවම', 'තම්බින්ට', 'පුක', 'දෙන', 'එවුනුත්', 'ඉන්නවනේදුකයි', 'සිංහල', 'අපි']","['තිරප්පනේටත්', 'තම්බියෝ', 'කේලියාතවම', 'තවම', 'තම්බින්ට', 'පුක', 'දෙන', 'එවුනුත්', 'ඉන්නවනේදුකයි', 'සිංහල', 'අපි']","['al-salaman', 'restaurant']",YES
1586,"['රිෂාඩ්', 'බද්යුදීන්', 'ඇතුලු', 'තම්බියෝ', 'රටින්', 'පන්නන්න', 'ඕනි']","['රිෂාඩ්', 'බද්යුදීන්', 'ඇතුලු', 'තම්බියෝ', 'රටින්', 'පන්නන්න', 'ඕනි']",[],YES
1587,"['තම්බියෝ', 'නිකං', 'කියවගෙන', 'ඇවිත', 'අල්ලගේ', 'හෙලුවැල්ලයි', 'ප්\u200dරදර්ශනය', 'කරගන්න']","['තම්බියෝ', 'නිකං', 'කියවගෙන', 'ඇවිත', 'අල්ලගේ', 'හෙලුවැල්ලයි', 'ප්\u200dරදර්ශනය', 'කරගන්න']",[],YES
1588,"['නව', 'සිහල', 'උරුමය', 'පක්ෂයේ', 'අපේක්ෂක', 'නමට', 'සිහල', 'උරුමය', '-', 'ඉන්නේ', 'තම්බියෝ', 'කරුණාකර', 'අපගේ', 'මුල්', 'පිටුවට', 'පැමිණ']","['නව', 'සිහල', 'උරුමය', 'පක්ෂයේ', 'අපේක්ෂක', 'නමට', 'සිහල', 'උරුමය', 'ඉන්නේ', 'තම්බියෝ', 'කරුණාකර', 'අපගේ', 'මුල්', 'පිටුවට', 'පැමිණ']",['-'],YES
1589,"['උඹලැ', 'බලුමූනු', 'අමිත්ගේ', 'බණ', 'අහල', 'තව්හිද්', 'ජමා', 'තම්බි', 'අන්තවාදී', 'සෙට්', 'එක', 'සෝවාන්', 'වෙල', 'උඹල', 'උන්ව', 'හරිමගට', 'ගත්ත', 'නේ', 'අනෙ', 'හුකේ', 'එකේක', 'විකාර', 'අවුස්සල', 'වීඩියෝ', 'දාල', 'රට', 'ඉන්න', 'කොල්ලන්ගෙන්', 'සල්ල්ලි', 'හිඟාකනෝ', 'ඒව', 'ගසාකනෝ', 'තොපිද්', 'දැනුවත්ව', 'මෝඩ', 'කමට', 'ගස්නරින්ට', 'කඩේ', 'යනව']","['උඹලැ', 'බලුමූනු', 'අමිත්ගේ', 'බණ', 'අහල', 'තව්හිද්', 'ජමා', 'තම්බි', 'අන්තවාදී', 'සෙට්', 'එක', 'සෝවාන්', 'වෙල', 'උඹල', 'උන්ව', 'හරිමගට', 'ගත්ත', 'නේ', 'අනෙ', 'හුකේ', 'එකේක', 'විකාර', 'අවුස්සල', 'වීඩියෝ', 'දාල', 'රට', 'ඉන්න', 'කොල්ලන්ගෙන්', 'සල්ල්ලි', 'හිඟාකනෝ', 'ඒව', 'ගසාකනෝ', 'තොපිද්', 'දැනුවත්ව', 'මෝඩ', 'කමට', 'ගස්නරින්ට', 'කඩේ', 'යනව']",[],YES
1590,"['තම්බි', 'හුකන්නෝ', 'සිංහ', 'කොල්ලන්ට', 'මේම', 'karanna', 'tharam', 'haiyak', 'awe', 'unp', 'balu', 'haththage', 'depitakattu', 'anduwa', 'nisa']","['තම්බි', 'හුකන්නෝ', 'සිංහ', 'කොල්ලන්ට', 'මේම']","['karanna', 'tharam', 'haiyak', 'awe', 'unp', 'balu', 'haththage', 'depitakattu', 'anduwa', 'nisa']",YES
1591,"['දහමි', 'කතිකාවත', 'අැතිව්නේ', 'කලක', 'පස්සේ', 'සිංහල', 'අපි', 'දහමෙින්', 'ඈත්', 'කරාම', 'මෙි', 'හොර', 'නඩෙිට', 'වාසියිනේ', 'එ්කයි', 'මෙි', 'බත්', 'කන', 'හර', 'මොර', 'දේන්නේ']","['දහමි', 'කතිකාවත', 'අැතිව්නේ', 'කලක', 'පස්සේ', 'සිංහල', 'අපි', 'දහමෙින්', 'ඈත්', 'කරාම', 'මෙි', 'හොර', 'නඩෙිට', 'වාසියිනේ', 'එ්කයි', 'මෙි', 'බත්', 'කන', 'හර', 'මොර', 'දේන්නේ']",[],YES
1592,"['ගම්මන්පිල', 'දුමින්ද', 'පුද්ගලිකව', 'උන්', 'අකමැති', 'චරිත', 'වෙන්න', 'පුලුවන්', 'මුන්', 'පෙන්නුවෙ', 'උන්ගෙ', 'වීර', 'කම', 'නෙමෙයි', 'ගොබ්බ', 'කමඋන්ට', 'කලාකාරයො', 'කියනවනම්', 'ඒක', 'උන්ගෙත්', 'ගොබ්බකමඔතන', 'රනිල්', 'හිටිය', 'අනුර', 'හිටිය', 'මහින්ද', 'හිටිය', 'නිහතමානීව', 'සම්මානෙ', 'ගත්තනම්', 'ඌ', 'කලාකරු']","['ගම්මන්පිල', 'දුමින්ද', 'පුද්ගලිකව', 'උන්', 'අකමැති', 'චරිත', 'වෙන්න', 'පුලුවන්', 'මුන්', 'පෙන්නුවෙ', 'උන්ගෙ', 'වීර', 'කම', 'නෙමෙයි', 'ගොබ්බ', 'කමඋන්ට', 'කලාකාරයො', 'කියනවනම්', 'ඒක', 'උන්ගෙත්', 'ගොබ්බකමඔතන', 'රනිල්', 'හිටිය', 'අනුර', 'හිටිය', 'මහින්ද', 'හිටිය', 'නිහතමානීව', 'සම්මානෙ', 'ගත්තනම්', 'ඌ', 'කලාකරු']",[],YES
1593,"['ඔලුව', 'උදුමමා', 'ගත්ත', 'පල්', 'මෝඩයෙක්දේශපාලනඥයන්', 'ප්\u200dරතිකේෂ්ප', 'කරන්න', 'මහජන', 'ජන්දෙන්', 'එපැයිවැදගත්', 'වන්නේ', 'සම්මානය', 'දුන්', 'කාරනා', 'ලබා', 'දෙන', 'කෙනා', 'නෙවේමෙවැනි', 'ගොබ්බයන්', 'සමාජයෙන්ම', 'ප්\u200dරතිකේෂ්ප', 'වනු']","['ඔලුව', 'උදුමමා', 'ගත්ත', 'පල්', 'මෝඩයෙක්දේශපාලනඥයන්', 'ප්\u200dරතිකේෂ්ප', 'කරන්න', 'මහජන', 'ජන්දෙන්', 'එපැයිවැදගත්', 'වන්නේ', 'සම්මානය', 'දුන්', 'කාරනා', 'ලබා', 'දෙන', 'කෙනා', 'නෙවේමෙවැනි', 'ගොබ්බයන්', 'සමාජයෙන්ම', 'ප්\u200dරතිකේෂ්ප', 'වනු']",[],YES
